first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased,weekly_first_dose,weekly_second_dose,weekly_third_dose,weekly_fourth_dose,Gender
2021/10/17,2021/10/23,75-79,זכר,3069,20,<15,31,43,223,0,male
2021/10/17,2021/10/23,75-79,נקבה,4299,22,<15,59,64,413,0,female
2021/10/17,2021/10/23,75-79,לא ידוע,158,0,0,,,<15,0,unknown
2021/10/17,2021/10/23,80+,זכר,4253,23,<15,55,52,386,0,male
2021/10/17,2021/10/23,80+,נקבה,9201,32,<15,115,106,830,0,female
2021/10/17,2021/10/23,80+,לא ידוע,121,0,0,<15,,<15,0,unknown
2021/10/17,2021/10/23,NULL,זכר,1964,23,<15,,,,,male
2021/10/17,2021/10/23,NULL,לא ידוע,764,<15,0,,,,,unknown
2021/10/17,2021/10/23,NULL,נקבה,2076,16,0,<15,,,0,female
2021/10/24,2021/10/30,0-19,זכר,94064,1357,0,2187,3653,2880,0,male
2021/10/24,2021/10/30,0-19,לא ידוע,1732,25,0,49,116,<15,0,unknown
2021/10/24,2021/10/30,0-19,נקבה,93107,1399,0,2372,3597,2875,0,female
2021/10/24,2021/10/30,20-24,זכר,14387,55,<15,941,641,4017,0,male
2021/10/24,2021/10/30,20-24,לא ידוע,510,<15,0,<15,<15,40,0,unknown
2021/10/24,2021/10/30,20-24,נקבה,21990,140,<15,947,627,3903,0,female
2021/10/24,2021/10/30,25-29,זכר,15528,84,0,748,483,3611,0,male
2021/10/24,2021/10/30,25-29,נקבה,24040,142,0,754,549,3238,0,female
2021/10/24,2021/10/30,25-29,לא ידוע,518,<15,0,<15,<15,29,0,unknown
2021/10/24,2021/10/30,30-34,זכר,16340,80,<15,545,427,3201,0,male
2021/10/24,2021/10/30,30-34,נקבה,24710,209,0,587,502,3096,0,female
2021/10/24,2021/10/30,30-34,לא ידוע,623,<15,0,<15,<15,33,0,unknown
2021/10/24,2021/10/30,35-39,זכר,16217,95,0,504,349,2665,0,male
2021/10/24,2021/10/30,35-39,לא ידוע,525,<15,0,<15,<15,26,0,unknown
2021/10/24,2021/10/30,35-39,נקבה,23593,168,0,484,407,2585,0,female
2021/10/24,2021/10/30,40-44,לא ידוע,519,<15,0,<15,<15,17,0,unknown
2021/10/24,2021/10/30,40-44,נקבה,22142,160,0,390,316,1994,0,female
2021/10/24,2021/10/30,40-44,זכר,15098,99,<15,417,288,2029,0,male
2021/10/24,2021/10/30,45-49,לא ידוע,501,<15,0,<15,<15,<15,0,unknown
2021/10/24,2021/10/30,45-49,נקבה,20420,97,0,365,278,1723,0,female
2021/10/24,2021/10/30,45-49,זכר,13991,79,0,366,268,1683,0,male
2021/10/24,2021/10/30,50-54,זכר,11385,35,<15,283,248,1224,0,male
2021/10/24,2021/10/30,50-54,נקבה,17548,53,<15,270,230,1322,0,female
2021/10/24,2021/10/30,50-54,לא ידוע,494,<15,0,<15,<15,<15,0,unknown
2021/10/24,2021/10/30,55-59,זכר,9183,35,<15,192,156,943,0,male
2021/10/24,2021/10/30,55-59,לא ידוע,416,0,0,<15,<15,<15,0,unknown
2021/10/24,2021/10/30,55-59,נקבה,14538,62,<15,213,164,1006,0,female
2021/10/24,2021/10/30,60-64,לא ידוע,436,<15,0,<15,<15,<15,0,unknown
2021/10/24,2021/10/30,60-64,זכר,8231,31,<15,132,131,594,0,male
2021/10/24,2021/10/30,60-64,נקבה,12926,39,<15,145,166,832,0,female
2021/10/24,2021/10/30,65-69,נקבה,10233,35,<15,102,118,665,0,female
2021/10/24,2021/10/30,65-69,זכר,6920,17,<15,99,93,416,0,male
2021/10/24,2021/10/30,65-69,לא ידוע,373,0,0,,<15,<15,0,unknown
2021/10/24,2021/10/30,70-74,לא ידוע,305,<15,0,,,<15,0,unknown
2021/10/24,2021/10/30,70-74,זכר,5566,15,<15,54,80,335,0,male
2021/10/24,2021/10/30,70-74,נקבה,8107,22,<15,91,85,543,0,female
2021/10/24,2021/10/30,75-79,זכר,3113,<15,<15,39,37,203,0,male
2021/10/24,2021/10/30,75-79,נקבה,4247,<15,<15,48,48,329,0,female
2021/10/24,2021/10/30,75-79,לא ידוע,154,0,0,,,<15,0,unknown
2021/10/24,2021/10/30,80+,זכר,4108,<15,<15,48,77,323,0,male
2021/10/24,2021/10/30,80+,נקבה,9002,23,<15,134,151,692,0,female
2021/10/24,2021/10/30,80+,לא ידוע,148,0,0,<15,,,0,unknown
2021/10/24,2021/10/30,NULL,זכר,1899,21,0,,,,,male
2021/10/24,2021/10/30,NULL,לא ידוע,862,0,0,,,,,unknown
2021/10/24,2021/10/30,NULL,נקבה,2205,<15,0,,,<15,0,female
2021/10/31,2021/11/6,0-19,זכר,85085,1015,0,1663,2508,2434,0,male
2021/10/31,2021/11/6,0-19,לא ידוע,1593,20,0,18,61,16,0,unknown
2021/10/31,2021/11/6,0-19,נקבה,84185,1051,0,1694,2654,2365,0,female
2021/10/31,2021/11/6,20-24,זכר,12822,63,0,925,776,3288,0,male
2021/10/31,2021/11/6,20-24,לא ידוע,613,<15,0,<15,<15,59,0,unknown
2021/10/31,2021/11/6,20-24,נקבה,20007,105,0,794,626,2871,0,female
2021/10/31,2021/11/6,25-29,זכר,14546,71,0,715,561,2865,0,male
2021/10/31,2021/11/6,25-29,נקבה,22550,140,0,627,560,2641,0,female
2021/10/31,2021/11/6,25-29,לא ידוע,721,<15,0,<15,<15,38,0,unknown
2021/10/31,2021/11/6,30-34,זכר,15957,88,0,583,495,2464,0,male
2021/10/31,2021/11/6,30-34,נקבה,23122,149,0,486,458,2461,0,female
2021/10/31,2021/11/6,30-34,לא ידוע,788,<15,0,<15,<15,30,0,unknown
2021/10/31,2021/11/6,35-39,זכר,15547,109,<15,408,398,2040,0,male
2021/10/31,2021/11/6,35-39,לא ידוע,693,0,0,,<15,31,0,unknown
2021/10/31,2021/11/6,35-39,נקבה,21982,142,0,369,369,1962,0,female
2021/10/31,2021/11/6,40-44,לא ידוע,606,<15,0,,<15,17,0,unknown
2021/10/31,2021/11/6,40-44,נקבה,20554,115,0,318,305,1459,0,female
2021/10/31,2021/11/6,40-44,זכר,14649,99,<15,366,332,1587,0,male
2021/10/31,2021/11/6,45-49,לא ידוע,586,<15,0,<15,<15,<15,0,unknown
2021/10/31,2021/11/6,45-49,נקבה,19583,76,<15,266,298,1272,0,female
2021/10/31,2021/11/6,45-49,זכר,13775,97,0,274,310,1267,0,male
2021/10/31,2021/11/6,50-54,זכר,11107,55,<15,198,229,938,0,male
2021/10/31,2021/11/6,50-54,נקבה,16603,50,0,225,224,1061,0,female
2021/10/31,2021/11/6,50-54,לא ידוע,661,<15,0,,,<15,0,unknown
2021/10/31,2021/11/6,55-59,זכר,8895,36,<15,141,178,715,0,male
2021/10/31,2021/11/6,55-59,לא ידוע,507,<15,0,,<15,15,0,unknown
2021/10/31,2021/11/6,55-59,נקבה,13869,28,0,176,196,803,0,female
2021/10/31,2021/11/6,60-64,לא ידוע,501,<15,0,<15,<15,<15,0,unknown
2021/10/31,2021/11/6,60-64,זכר,7766,20,<15,125,114,470,0,male
2021/10/31,2021/11/6,60-64,נקבה,12448,41,<15,105,152,577,0,female
2021/10/31,2021/11/6,65-69,נקבה,9932,19,<15,96,128,494,0,female
2021/10/31,2021/11/6,65-69,זכר,6669,<15,<15,68,110,312,0,male
2021/10/31,2021/11/6,65-69,לא ידוע,425,<15,0,,<15,<15,0,unknown
2021/10/31,2021/11/6,70-74,לא ידוע,373,0,0,,<15,<15,0,unknown
2021/10/31,2021/11/6,70-74,זכר,5210,<15,<15,61,55,242,0,male
2021/10/31,2021/11/6,70-74,נקבה,7597,27,<15,57,90,361,0,female
2021/10/31,2021/11/6,75-79,זכר,2696,<15,<15,23,47,149,0,male
2021/10/31,2021/11/6,75-79,נקבה,3913,<15,<15,52,62,236,0,female
2021/10/31,2021/11/6,75-79,לא ידוע,186,0,0,,,<15,0,unknown
2021/10/31,2021/11/6,80+,זכר,3783,<15,<15,39,59,199,0,male
2021/10/31,2021/11/6,80+,נקבה,8036,19,<15,88,93,502,0,female
2021/10/31,2021/11/6,80+,לא ידוע,153,<15,0,,,<15,0,unknown
2021/10/31,2021/11/6,NULL,זכר,2693,25,0,,,<15,0,male
2021/10/31,2021/11/6,NULL,לא ידוע,1042,<15,0,,,,,unknown
2021/10/31,2021/11/6,NULL,נקבה,3704,19,0,<15,,,0,female
2021/11/7,2021/11/13,0-19,זכר,84100,931,0,1289,1725,2078,0,male
2021/11/7,2021/11/13,0-19,לא ידוע,1462,24,0,<15,44,15,0,unknown
2021/11/7,2021/11/13,0-19,נקבה,84104,959,0,1346,1808,1958,0,female
2021/11/7,2021/11/13,20-24,זכר,12429,49,0,640,578,2568,0,male
2021/11/7,2021/11/13,20-24,לא ידוע,644,<15,0,<15,15,66,0,unknown
2021/11/7,2021/11/13,20-24,נקבה,19174,76,0,547,521,2206,0,female
2021/11/7,2021/11/13,25-29,זכר,14138,48,0,525,541,2332,0,male
2021/11/7,2021/11/13,25-29,נקבה,21968,95,0,512,466,2175,0,female
2021/11/7,2021/11/13,25-29,לא ידוע,866,<15,0,<15,<15,46,0,unknown
2021/11/7,2021/11/13,30-34,זכר,15425,59,0,449,430,2063,0,male
2021/11/7,2021/11/13,30-34,נקבה,23027,121,0,409,365,1976,0,female
2021/11/7,2021/11/13,30-34,לא ידוע,926,<15,0,<15,<15,52,0,unknown
2021/11/7,2021/11/13,35-39,זכר,16017,55,0,325,335,1679,0,male
2021/11/7,2021/11/13,35-39,לא ידוע,891,<15,0,<15,<15,34,0,unknown
2021/11/7,2021/11/13,35-39,נקבה,22230,118,0,271,293,1629,0,female
2021/11/7,2021/11/13,40-44,לא ידוע,796,0,0,,<15,33,0,unknown
2021/11/7,2021/11/13,40-44,נקבה,21061,85,0,259,237,1246,0,female
2021/11/7,2021/11/13,40-44,זכר,14870,56,<15,293,305,1280,0,male
2021/11/7,2021/11/13,45-49,לא ידוע,895,<15,0,,<15,28,0,unknown
2021/11/7,2021/11/13,45-49,נקבה,19385,58,0,198,211,1049,0,female
2021/11/7,2021/11/13,45-49,זכר,14381,57,0,231,226,1007,0,male
2021/11/7,2021/11/13,50-54,זכר,11504,28,<15,157,192,740,0,male
2021/11/7,2021/11/13,50-54,נקבה,16774,36,<15,164,198,826,0,female
2021/11/7,2021/11/13,50-54,לא ידוע,898,0,0,<15,<15,15,0,unknown
2021/11/7,2021/11/13,55-59,זכר,9276,18,0,129,143,519,0,male
2021/11/7,2021/11/13,55-59,לא ידוע,850,0,0,<15,<15,<15,0,unknown
2021/11/7,2021/11/13,55-59,נקבה,14198,22,0,110,140,615,0,female
2021/11/7,2021/11/13,60-64,לא ידוע,731,0,0,,,<15,0,unknown
2021/11/7,2021/11/13,60-64,זכר,7891,17,<15,91,106,363,0,male
2021/11/7,2021/11/13,60-64,נקבה,12624,33,<15,98,121,498,0,female
2021/11/7,2021/11/13,65-69,נקבה,10042,26,0,56,108,368,0,female
2021/11/7,2021/11/13,65-69,זכר,6624,21,<15,57,70,234,0,male
2021/11/7,2021/11/13,65-69,לא ידוע,603,<15,0,<15,,<15,0,unknown
2021/11/7,2021/11/13,70-74,לא ידוע,458,<15,0,,,<15,0,unknown
2021/11/7,2021/11/13,70-74,זכר,5324,<15,0,34,54,175,0,male
2021/11/7,2021/11/13,70-74,נקבה,7612,16,<15,52,68,314,0,female
2021/11/7,2021/11/13,75-79,זכר,2724,<15,<15,<15,30,122,0,male
2021/11/7,2021/11/13,75-79,נקבה,4042,<15,<15,37,48,216,0,female
2021/11/7,2021/11/13,75-79,לא ידוע,236,0,0,,,<15,0,unknown
2021/11/7,2021/11/13,80+,זכר,3792,<15,<15,19,43,193,0,male
2021/11/7,2021/11/13,80+,נקבה,7981,<15,<15,77,100,395,0,female
2021/11/7,2021/11/13,80+,לא ידוע,206,0,0,,,<15,0,unknown
2021/11/7,2021/11/13,NULL,זכר,2001,<15,0,,,,,male
2021/11/7,2021/11/13,NULL,לא ידוע,1165,<15,0,,,,,unknown
2021/11/7,2021/11/13,NULL,נקבה,2163,<15,0,,,,,female
2021/11/14,2021/11/20,0-19,זכר,82104,948,0,1228,1671,1793,0,male
2021/11/14,2021/11/20,0-19,לא ידוע,1599,31,0,<15,40,<15,0,unknown
2021/11/14,2021/11/20,0-19,נקבה,83815,970,0,1166,1682,1863,0,female
2021/11/14,2021/11/20,20-24,זכר,11706,42,0,579,563,2176,0,male
2021/11/14,2021/11/20,20-24,לא ידוע,665,<15,0,<15,<15,46,0,unknown
2021/11/14,2021/11/20,20-24,נקבה,18138,82,0,504,483,1807,0,female
2021/11/14,2021/11/20,25-29,זכר,13352,53,0,492,460,1913,0,male
2021/11/14,2021/11/20,25-29,נקבה,20710,97,0,399,438,1691,0,female
2021/11/14,2021/11/20,25-29,לא ידוע,841,<15,0,,<15,53,0,unknown
2021/11/14,2021/11/20,30-34,זכר,14686,64,0,384,398,1618,0,male
2021/11/14,2021/11/20,30-34,נקבה,21703,102,0,356,318,1741,0,female
2021/11/14,2021/11/20,30-34,לא ידוע,863,<15,0,,<15,54,0,unknown
2021/11/14,2021/11/20,35-39,זכר,15111,69,0,309,275,1365,0,male
2021/11/14,2021/11/20,35-39,לא ידוע,823,<15,0,<15,<15,40,0,unknown
2021/11/14,2021/11/20,35-39,נקבה,21546,112,0,241,232,1318,0,female
2021/11/14,2021/11/20,40-44,לא ידוע,719,<15,0,<15,<15,27,0,unknown
2021/11/14,2021/11/20,40-44,נקבה,20555,107,0,210,208,1063,0,female
2021/11/14,2021/11/20,40-44,זכר,14546,70,0,237,260,1048,0,male
2021/11/14,2021/11/20,45-49,לא ידוע,741,<15,0,,<15,18,0,unknown
2021/11/14,2021/11/20,45-49,נקבה,19474,59,<15,178,198,919,0,female
2021/11/14,2021/11/20,45-49,זכר,13664,43,0,181,229,936,0,male
2021/11/14,2021/11/20,50-54,זכר,11152,32,<15,147,173,638,0,male
2021/11/14,2021/11/20,50-54,נקבה,16756,36,0,129,161,699,0,female
2021/11/14,2021/11/20,50-54,לא ידוע,709,0,0,<15,<15,<15,0,unknown
2021/11/14,2021/11/20,55-59,זכר,8931,19,0,106,141,421,0,male
2021/11/14,2021/11/20,55-59,לא ידוע,728,<15,0,,,<15,0,unknown
2021/11/14,2021/11/20,55-59,נקבה,13934,30,0,97,126,562,0,female
2021/11/14,2021/11/20,60-64,לא ידוע,611,<15,0,,<15,<15,0,unknown
2021/11/14,2021/11/20,60-64,זכר,7761,18,<15,78,91,320,0,male
2021/11/14,2021/11/20,60-64,נקבה,12678,26,<15,72,103,422,0,female
2021/11/14,2021/11/20,65-69,נקבה,10069,24,<15,62,71,370,0,female
2021/11/14,2021/11/20,65-69,זכר,6559,15,<15,40,72,201,0,male
2021/11/14,2021/11/20,65-69,לא ידוע,537,<15,0,,<15,<15,0,unknown
2021/11/14,2021/11/20,70-74,לא ידוע,418,0,0,<15,<15,<15,0,unknown
2021/11/14,2021/11/20,70-74,זכר,5296,<15,0,24,44,157,0,male
2021/11/14,2021/11/20,70-74,נקבה,7558,28,0,50,76,262,0,female
2021/11/14,2021/11/20,75-79,זכר,2767,<15,<15,18,31,112,0,male
2021/11/14,2021/11/20,75-79,נקבה,3895,<15,<15,31,50,163,0,female
2021/11/14,2021/11/20,75-79,לא ידוע,222,0,0,<15,,<15,0,unknown
2021/11/14,2021/11/20,80+,זכר,3806,<15,<15,27,44,121,0,male
2021/11/14,2021/11/20,80+,נקבה,7677,<15,<15,63,106,265,0,female
2021/11/14,2021/11/20,80+,לא ידוע,165,<15,0,,<15,<15,0,unknown
2021/11/14,2021/11/20,NULL,זכר,2019,25,0,,,,,male
2021/11/14,2021/11/20,NULL,לא ידוע,1066,<15,0,,,,,unknown
2021/11/14,2021/11/20,NULL,נקבה,2177,<15,0,,<15,,0,female
2021/11/21,2021/11/27,0-19,זכר,97520,1102,0,18495,1424,1802,0,male
2021/11/21,2021/11/27,0-19,לא ידוע,1723,24,0,51,39,23,0,unknown
2021/11/21,2021/11/27,0-19,נקבה,98691,1155,0,17590,1804,1767,0,female
2021/11/21,2021/11/27,20-24,זכר,11899,41,0,506,568,2014,0,male
2021/11/21,2021/11/27,20-24,לא ידוע,644,<15,0,<15,<15,69,0,unknown
2021/11/21,2021/11/27,20-24,נקבה,18844,65,0,431,397,1647,0,female
2021/11/21,2021/11/27,25-29,זכר,13521,57,0,516,482,1831,0,male
2021/11/21,2021/11/27,25-29,נקבה,21614,100,0,360,371,1616,0,female
2021/11/21,2021/11/27,25-29,לא ידוע,901,<15,0,<15,<15,55,0,unknown
2021/11/21,2021/11/27,30-34,זכר,14886,48,0,358,392,1562,0,male
2021/11/21,2021/11/27,30-34,נקבה,22922,103,0,306,325,1724,0,female
2021/11/21,2021/11/27,30-34,לא ידוע,914,<15,0,,<15,63,0,unknown
2021/11/21,2021/11/27,35-39,זכר,15350,86,<15,314,268,1429,0,male
2021/11/21,2021/11/27,35-39,לא ידוע,875,<15,0,<15,<15,39,0,unknown
2021/11/21,2021/11/27,35-39,נקבה,22793,139,0,266,251,1370,0,female
2021/11/21,2021/11/27,40-44,לא ידוע,851,<15,0,,<15,24,0,unknown
2021/11/21,2021/11/27,40-44,נקבה,22070,112,0,204,236,1021,0,female
2021/11/21,2021/11/27,40-44,זכר,15071,71,0,236,256,1091,0,male
2021/11/21,2021/11/27,45-49,לא ידוע,852,0,0,,<15,17,0,unknown
2021/11/21,2021/11/27,45-49,נקבה,21140,86,0,177,215,926,0,female
2021/11/21,2021/11/27,45-49,זכר,14665,53,0,182,237,926,0,male
2021/11/21,2021/11/27,50-54,זכר,11786,41,0,135,183,639,0,male
2021/11/21,2021/11/27,50-54,נקבה,17919,48,0,139,176,684,0,female
2021/11/21,2021/11/27,50-54,לא ידוע,771,<15,0,<15,<15,<15,0,unknown
2021/11/21,2021/11/27,55-59,זכר,9428,18,0,96,139,445,0,male
2021/11/21,2021/11/27,55-59,לא ידוע,673,<15,0,,<15,<15,0,unknown
2021/11/21,2021/11/27,55-59,נקבה,14409,33,<15,97,125,481,0,female
2021/11/21,2021/11/27,60-64,לא ידוע,550,<15,0,<15,<15,<15,0,unknown
2021/11/21,2021/11/27,60-64,זכר,7961,17,<15,78,91,300,0,male
2021/11/21,2021/11/27,60-64,נקבה,12738,29,<15,64,98,394,0,female
2021/11/21,2021/11/27,65-69,נקבה,9871,20,<15,54,98,303,0,female
2021/11/21,2021/11/27,65-69,זכר,6702,20,<15,44,57,225,0,male
2021/11/21,2021/11/27,65-69,לא ידוע,521,0,0,,<15,<15,0,unknown
2021/11/21,2021/11/27,70-74,לא ידוע,407,<15,0,,,<15,0,unknown
2021/11/21,2021/11/27,70-74,זכר,5237,<15,0,34,47,142,0,male
2021/11/21,2021/11/27,70-74,נקבה,7585,<15,<15,49,60,250,0,female
2021/11/21,2021/11/27,75-79,זכר,2644,<15,<15,20,31,77,0,male
2021/11/21,2021/11/27,75-79,נקבה,3914,<15,0,28,35,148,0,female
2021/11/21,2021/11/27,75-79,לא ידוע,198,0,0,,,<15,0,unknown
2021/11/21,2021/11/27,80+,זכר,3753,15,<15,24,47,131,0,male
2021/11/21,2021/11/27,80+,נקבה,8103,15,<15,59,97,233,0,female
2021/11/21,2021/11/27,80+,לא ידוע,154,0,0,,,<15,0,unknown
2021/11/21,2021/11/27,NULL,זכר,2080,<15,0,,,,,male
2021/11/21,2021/11/27,NULL,לא ידוע,996,<15,0,,,,,unknown
2021/11/21,2021/11/27,NULL,נקבה,2267,<15,0,,,,,female
2021/11/28,2021/12/4,0-19,זכר,120156,1133,0,26847,1187,2720,0,male
2021/11/28,2021/12/4,0-19,לא ידוע,1184,18,0,119,<15,26,0,unknown
2021/11/28,2021/12/4,0-19,נקבה,120978,1174,0,24742,1148,2421,0,female
2021/11/28,2021/12/4,20-24,זכר,15222,47,0,410,430,1667,0,male
2021/11/28,2021/12/4,20-24,לא ידוע,403,<15,0,,<15,65,0,unknown
2021/11/28,2021/12/4,20-24,נקבה,22346,82,0,330,355,1422,0,female
2021/11/28,2021/12/4,25-29,זכר,15316,49,0,360,411,1664,0,male
2021/11/28,2021/12/4,25-29,נקבה,22993,102,0,302,355,1505,0,female
2021/11/28,2021/12/4,25-29,לא ידוע,523,0,0,<15,<15,56,0,unknown
2021/11/28,2021/12/4,30-34,זכר,15894,52,0,313,331,1541,0,male
2021/11/28,2021/12/4,30-34,נקבה,23232,142,0,297,269,1628,0,female
2021/11/28,2021/12/4,30-34,לא ידוע,437,<15,0,<15,<15,39,0,unknown
2021/11/28,2021/12/4,35-39,זכר,15927,67,0,295,234,1331,0,male
2021/11/28,2021/12/4,35-39,לא ידוע,345,<15,0,,<15,51,0,unknown
2021/11/28,2021/12/4,35-39,נקבה,22867,139,0,235,213,1353,0,female
2021/11/28,2021/12/4,40-44,לא ידוע,329,<15,0,,<15,28,0,unknown
2021/11/28,2021/12/4,40-44,נקבה,23164,116,0,173,191,1029,0,female
2021/11/28,2021/12/4,40-44,זכר,15658,67,0,226,215,1098,0,male
2021/11/28,2021/12/4,45-49,לא ידוע,311,<15,0,,<15,18,0,unknown
2021/11/28,2021/12/4,45-49,נקבה,23092,86,0,153,172,891,0,female
2021/11/28,2021/12/4,45-49,זכר,16007,58,<15,179,199,922,0,male
2021/11/28,2021/12/4,50-54,זכר,13347,30,<15,122,146,666,0,male
2021/11/28,2021/12/4,50-54,נקבה,20051,56,0,135,153,682,0,female
2021/11/28,2021/12/4,50-54,לא ידוע,351,<15,0,,<15,25,0,unknown
2021/11/28,2021/12/4,55-59,זכר,10466,<15,0,92,122,454,0,male
2021/11/28,2021/12/4,55-59,לא ידוע,293,<15,0,,<15,<15,0,unknown
2021/11/28,2021/12/4,55-59,נקבה,16061,22,0,94,122,590,0,female
2021/11/28,2021/12/4,60-64,לא ידוע,292,<15,0,<15,<15,<15,0,unknown
2021/11/28,2021/12/4,60-64,זכר,9129,15,0,55,95,350,0,male
2021/11/28,2021/12/4,60-64,נקבה,13912,24,<15,75,107,429,0,female
2021/11/28,2021/12/4,65-69,נקבה,11154,27,<15,52,85,298,0,female
2021/11/28,2021/12/4,65-69,זכר,7595,17,0,42,80,205,0,male
2021/11/28,2021/12/4,65-69,לא ידוע,212,0,0,<15,<15,<15,0,unknown
2021/11/28,2021/12/4,70-74,לא ידוע,213,0,0,,<15,<15,0,unknown
2021/11/28,2021/12/4,70-74,זכר,6004,<15,<15,45,47,167,0,male
2021/11/28,2021/12/4,70-74,נקבה,8402,19,<15,38,48,272,0,female
2021/11/28,2021/12/4,75-79,זכר,3119,<15,<15,<15,27,105,0,male
2021/11/28,2021/12/4,75-79,נקבה,4316,<15,<15,34,46,152,0,female
2021/11/28,2021/12/4,75-79,לא ידוע,107,0,0,,<15,<15,0,unknown
2021/11/28,2021/12/4,80+,זכר,4006,<15,0,25,31,155,0,male
2021/11/28,2021/12/4,80+,נקבה,8363,15,<15,65,79,281,0,female
2021/11/28,2021/12/4,80+,לא ידוע,96,<15,0,,,<15,0,unknown
2021/11/28,2021/12/4,NULL,זכר,2029,<15,0,,,<15,0,male
2021/11/28,2021/12/4,NULL,לא ידוע,565,<15,0,,,,,unknown
2021/11/28,2021/12/4,NULL,נקבה,2326,<15,0,,,,,female
2021/12/5,2021/12/11,0-19,זכר,111094,1306,0,16721,1195,2668,0,male
2021/12/5,2021/12/11,0-19,לא ידוע,1162,22,0,134,<15,30,0,unknown
2021/12/5,2021/12/11,0-19,נקבה,113173,1327,0,15358,1170,2789,0,female
2021/12/5,2021/12/11,20-24,זכר,17618,47,0,453,546,1771,0,male
2021/12/5,2021/12/11,20-24,לא ידוע,440,0,0,,<15,75,0,unknown
2021/12/5,2021/12/11,20-24,נקבה,25656,110,0,381,424,1417,0,female
2021/12/5,2021/12/11,25-29,זכר,17093,52,0,382,406,1531,0,male
2021/12/5,2021/12/11,25-29,נקבה,25709,100,<15,285,331,1394,0,female
2021/12/5,2021/12/11,25-29,לא ידוע,413,<15,0,<15,<15,59,0,unknown
2021/12/5,2021/12/11,30-34,זכר,17265,70,0,306,305,1369,0,male
2021/12/5,2021/12/11,30-34,נקבה,24969,189,0,272,269,1473,0,female
2021/12/5,2021/12/11,30-34,לא ידוע,343,<15,0,<15,<15,48,0,unknown
2021/12/5,2021/12/11,35-39,זכר,17252,98,0,253,280,1253,0,male
2021/12/5,2021/12/11,35-39,לא ידוע,348,<15,0,,<15,38,0,unknown
2021/12/5,2021/12/11,35-39,נקבה,25034,180,0,211,203,1199,0,female
2021/12/5,2021/12/11,40-44,לא ידוע,310,0,0,<15,<15,25,0,unknown
2021/12/5,2021/12/11,40-44,נקבה,25797,134,0,164,200,878,0,female
2021/12/5,2021/12/11,40-44,זכר,17199,81,<15,203,240,982,0,male
2021/12/5,2021/12/11,45-49,לא ידוע,265,<15,0,<15,<15,21,0,unknown
2021/12/5,2021/12/11,45-49,נקבה,27946,114,0,145,159,743,0,female
2021/12/5,2021/12/11,45-49,זכר,18547,74,<15,186,202,752,0,male
2021/12/5,2021/12/11,50-54,זכר,15879,47,<15,130,192,593,0,male
2021/12/5,2021/12/11,50-54,נקבה,24327,56,0,121,165,599,0,female
2021/12/5,2021/12/11,50-54,לא ידוע,335,<15,0,,<15,19,0,unknown
2021/12/5,2021/12/11,55-59,זכר,12302,27,<15,88,130,420,0,male
2021/12/5,2021/12/11,55-59,לא ידוע,263,0,0,<15,<15,<15,0,unknown
2021/12/5,2021/12/11,55-59,נקבה,18758,44,0,83,119,477,0,female
2021/12/5,2021/12/11,60-64,לא ידוע,246,<15,0,,<15,<15,0,unknown
2021/12/5,2021/12/11,60-64,זכר,10314,21,<15,54,91,259,0,male
2021/12/5,2021/12/11,60-64,נקבה,15790,44,<15,82,98,350,0,female
2021/12/5,2021/12/11,65-69,נקבה,12095,28,0,51,71,304,0,female
2021/12/5,2021/12/11,65-69,זכר,8330,17,<15,46,57,194,0,male
2021/12/5,2021/12/11,65-69,לא ידוע,206,<15,0,,,<15,0,unknown
2021/12/5,2021/12/11,70-74,לא ידוע,209,0,0,,<15,<15,0,unknown
2021/12/5,2021/12/11,70-74,זכר,6362,<15,0,23,46,165,0,male
2021/12/5,2021/12/11,70-74,נקבה,9125,15,0,31,65,266,0,female
2021/12/5,2021/12/11,75-79,זכר,3398,<15,<15,20,28,79,0,male
2021/12/5,2021/12/11,75-79,נקבה,4939,<15,0,33,44,126,0,female
2021/12/5,2021/12/11,75-79,לא ידוע,104,0,0,,<15,<15,0,unknown
2021/12/5,2021/12/11,80+,זכר,4956,<15,<15,24,30,101,0,male
2021/12/5,2021/12/11,80+,נקבה,11241,<15,<15,42,80,238,0,female
2021/12/5,2021/12/11,80+,לא ידוע,105,0,0,,,<15,0,unknown
2021/12/5,2021/12/11,NULL,זכר,1910,<15,0,,,,,male
2021/12/5,2021/12/11,NULL,לא ידוע,560,<15,0,,,,,unknown
2021/12/5,2021/12/11,NULL,נקבה,2135,<15,0,,,<15,0,female
2021/12/12,2021/12/18,0-19,זכר,112129,1106,0,20549,3092,4672,0,male
2021/12/12,2021/12/18,0-19,לא ידוע,1525,26,0,481,<15,48,0,unknown
2021/12/12,2021/12/18,0-19,נקבה,114706,1454,0,18641,2717,4411,0,female
2021/12/12,2021/12/18,20-24,זכר,19976,126,0,469,491,1871,0,male
2021/12/12,2021/12/18,20-24,לא ידוע,494,<15,0,<15,<15,74,0,unknown
2021/12/12,2021/12/18,20-24,נקבה,27582,181,0,427,372,1552,0,female
2021/12/12,2021/12/18,25-29,זכר,18824,93,0,428,406,1700,0,male
2021/12/12,2021/12/18,25-29,נקבה,26959,158,0,382,349,1617,0,female
2021/12/12,2021/12/18,25-29,לא ידוע,422,<15,0,<15,<15,50,0,unknown
